TRAIN,gs://squash2/images146-2020-10-22T02:27:08.278Z.jpg,Racquet,0.14808363,0.66610736,0.50783974,0.66610736,0.50783974,0.9496644,0.14808363,0.9496644
TRAIN,gs://squash2/images146-2020-10-22T02:27:08.278Z.jpg,Squash,0.028745644,0.75838923,0.08797909,0.75838923,0.08797909,0.8489933,0.028745644,0.8489933
TRAIN,gs://sqaush/framewer590-1d-2020-10-22T23:02:28.132Z.jpg,Racquet,0.53652173,0.3446677,0.5930435,0.3446677,0.5930435,0.6429675,0.53652173,0.6429675
TRAIN,gs://sqaush/framewer590-1d-2020-10-22T23:02:28.132Z.jpg,Squash,0.53217393,0.010819165,0.5486956,0.010819165,0.5486956,0.05873261,0.53217393,0.05873261
TRAIN,gs://sqaush/1-back-wall-2020-10-20T19:13:46.500Z.jpg,Short_line_right,0.10290055,0.6292548,0.12430939,0.6292548,0.12430939,0.66145355,0.10290055,0.66145355
TRAIN,gs://sqaush/1-back-wall-2020-10-20T19:13:46.500Z.jpg,Racquet,0.57734805,0.16099356,0.6940608,0.16099356,0.6940608,0.37626496,0.57734805,0.37626496
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Short_line_right,0.71291447,0.58914727,0.73472947,0.58914727,0.73472947,0.6139535,0.71291447,0.6139535
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Tin,0.36474696,0.4604651,0.63438046,0.4604651,0.63438046,0.5178295,0.36474696,0.5178295
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Short_line_left,0.2556719,0.6217054,0.2678883,0.6217054,0.2678883,0.64031005,0.2556719,0.64031005
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Squash,0.7650655,0.76552796,0.7790393,0.76552796,0.7790393,0.79037267,0.7650655,0.79037267
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Service_Line,0.35602096,0.36434108,0.63350785,0.36434108,0.63350785,0.4031008,0.35602096,0.4031008
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,T,0.478185,0.6031008,0.4947644,0.6031008,0.4947644,0.6248062,0.478185,0.6248062
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Racquet,0.52879584,0.4620155,0.5584642,0.4620155,0.5584642,0.54573643,0.52879584,0.54573643
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Front_Left_Corner,0.36736473,0.50542635,0.38132635,0.50542635,0.38132635,0.524031,0.36736473,0.524031
TRAIN,gs://sqaush/framev3102570-2020-10-20T00:14:59.858Z.jpg,Front_Right_Corner,0.61256546,0.4899225,0.6273996,0.4899225,0.6273996,0.51007754,0.61256546,0.51007754
TRAIN,gs://squash2/20191016151042_Sherbini-Tayeb-Worlds-Final-2018-2019jpg-2020-10-22T02:27:08.277Z.jpg,Racquet,0.2709059,0.71254355,0.3989547,0.71254355,0.3989547,0.9808362,0.2709059,0.9808362
TRAIN,gs://squash2/20191016151042_Sherbini-Tayeb-Worlds-Final-2018-2019jpg-2020-10-22T02:27:08.277Z.jpg,Racquet,0.49738675,0.4599303,0.70731705,0.4599303,0.70731705,0.597561,0.49738675,0.597561
TRAIN,gs://sqaush/5E9F6098-EBDB-4BA8-B3C5-1AEB1C0309A2-2020-10-20T21:34:39.686Z.jpg,Tin,0.37917224,0.52046263,0.4506008,0.52046263,0.4506008,0.99377227,0.37917224,0.99377227
TRAIN,gs://sqaush/5E9F6098-EBDB-4BA8-B3C5-1AEB1C0309A2-2020-10-20T21:34:39.686Z.jpg,Squash,0.034045395,0.5240213,0.04739653,0.5240213,0.04739653,0.55427045,0.034045395,0.55427045
TRAIN,gs://sqaush/5E9F6098-EBDB-4BA8-B3C5-1AEB1C0309A2-2020-10-20T21:34:39.686Z.jpg,Front_Right_Corner,0.39919892,0.5080071,0.43858477,0.5080071,0.43858477,0.547153,0.39919892,0.547153
